       4       1
       7       1
      13       1
       4       2
       9       2
      15       2
       4       3
      10       3
      16       3
       3       4
       2       4
       1       4
       7       5
       9       5
      18       5
       7       6
      10       6
      19       6
       6       7
       5       7
       1       7
       9       8
      10       8
      20       8
       8       9
       5       9
       2       9
       8      10
       6      10
       3      10
      13      11
      15      11
      18      11
      13      12
      16      12
      19      12
      12      13
      11      13
       1      13
      15      14
      16      14
      20      14
      14      15
      11      15
       2      15
      14      16
      12      16
       3      16
      18      17
      19      17
      20      17
      17      18
      11      18
       5      18
      17      19
      12      19
       6      19
      17      20
      14      20
       8      20
