  -5.0000000000000000       -4.6320934523869078E-003 -0.21668786131916040     
  -4.9899899899899900       -3.6103510481075981E-003 -0.21541679373868822     
  -4.9799799799799800       -2.8193178326394331E-003 -0.21695660690762952     
  -4.9699699699699700       -4.2175256829893462E-003 -0.21858124316441263     
  -4.9599599599599600       -6.6078891501702127E-003 -0.21678124562281084     
  -4.9499499499499500       -5.1591718593027745E-003 -0.21448614770551475     
  -4.9399399399399400       -2.6071384744874673E-003 -0.21474139203754519     
  -4.9299299299299300       -1.5302732792322150E-003 -0.21611575056401408     
  -4.9199199199199199       -1.1223499120362884E-003 -0.21727686722056491     
  -4.9099099099099099       -9.3187593866069071E-004 -0.21824773700509412     
  -4.8998998998998999       -8.2867536941038300E-004 -0.21910392789070621     
  -4.8898898898898899       -7.6728168237127567E-004 -0.21988993124048731     
  -4.8798798798798799       -7.2878967976876903E-004 -0.22063129649452781     
  -4.8698698698698699       -7.0451100369820212E-004 -0.22134368547654801     
  -4.8598598598598599       -6.9086106273356137E-004 -0.22203763422526743     
  -4.8498498498498499       -6.8919756088363989E-004 -0.22272085948672990     
  -4.8398398398398399       -7.1286830685069163E-004 -0.22339230579337077     
  -4.8298298298298299       -7.4583905818703037E-004 -0.22399396003470881     
  -4.8198198198198199       -6.9482147750283066E-004 -0.22461595939434367     
  -4.8098098098098099       -6.7312889820744825E-004 -0.22528105802434972     
  -4.7997997997997999       -6.7197733613101661E-004 -0.22594733853651230     
  -4.7897897897897899       -6.8718070889863707E-004 -0.22661681769256564     
  -4.7797797797797799       -7.4079092763750486E-004 -0.22728338128813944     
  -4.7697697697697699       -8.1239697711536665E-004 -0.22784600816770062     
  -4.7597597597597598       -7.3745359139510195E-004 -0.22844593974942218     
  -4.7497497497497498       -7.1619805053371288E-004 -0.22913170905590646     
  -4.7397397397397398       -7.5784814438773255E-004 -0.22981176293801261     
  -4.7297297297297298       -8.0105635860996895E-004 -0.23038872719162043     
  -4.7197197197197198       -7.2889820019744311E-004 -0.23102437995814104     
  -4.7097097097097098       -7.0228322942299042E-004 -0.23171711873825779     
  -4.6996996996996998       -6.9808943896111002E-004 -0.23241218655841053     
  -4.6896896896896898       -7.0235174927653354E-004 -0.23311035426469726     
  -4.6796796796796798       -7.1265984621379026E-004 -0.23381561604552792     
  -4.6696696696696698       -7.3251281857892214E-004 -0.23453206295610060     
  -4.6596596596596598       -7.7902673955505797E-004 -0.23525935845462689     
  -4.6496496496496498       -8.7221716235024067E-004 -0.23592779774291017     
  -4.6396396396396398       -8.2652384715040019E-004 -0.23656264678051248     
  -4.6296296296296298       -7.9040435509050645E-004 -0.23731994538812323     
  -4.6196196196196198       -7.9787580590068795E-004 -0.23810051268188734     
  -4.6096096096096097       -8.3498150761130655E-004 -0.23889940040078214     
  -4.5995995995995997       -9.3555082487654408E-004 -0.23970636559240113     
  -4.5895895895895897       -1.0604188802333361E-003 -0.24036086823333783     
  -4.5795795795795797       -9.5601477213076095E-004 -0.24109969165700915     
  -4.5695695695695697       -9.3113829352568279E-004 -0.24198981989743440     
  -4.5595595595595597       -9.6480263389729171E-004 -0.24291921247136139     
  -4.5495495495495497       -1.0413871793814578E-003 -0.24390162872761592     
  -4.5395395395395397       -1.1887072617754941E-003 -0.24497103666622777     
  -4.5295295295295297       -1.5162912205980304E-003 -0.24617340380670377     
  -4.5195195195195197       -2.4102630188550995E-003 -0.24738457089334839     
  -4.5095095095095097       -3.5832555643362076E-003 -0.24735248625849393     
  -4.4994994994994997       -3.6463788375055641E-003 -0.24693094138770852     
  -4.4894894894894897       -2.3826742220555029E-003 -0.24736578935737527     
  -4.4794794794794797       -1.8546217839945590E-003 -0.24895359025585453     
  -4.4694694694694697       -1.8548811425410480E-003 -0.25064841776236624     
  -4.4594594594594597       -2.1706224806158207E-003 -0.25251355520654367     
  -4.4494494494494496       -2.9640791325736050E-003 -0.25476077448742218     
  -4.4394394394394396       -5.0243659525683214E-003 -0.25762837487639012     
  -4.4294294294294296       -1.1050643083390646E-002 -0.25965720092469319     
  -4.4194194194194196       -1.7006191022817790E-002 -0.25231755689423857     
  -4.4094094094094096       -1.1275893480179851E-002 -0.24498617688128030     
  -4.3993993993993996       -5.3481555022523225E-003 -0.24715838074063695     
  -4.3893893893893896       -3.4654818732487427E-003 -0.25039090249965629     
  -4.3793793793793796       -2.9672580115428036E-003 -0.25322005811934678     
  -4.3693693693693696       -3.1836314954761568E-003 -0.25598815485037041     
  -4.3593593593593596       -4.3427684747760920E-003 -0.25908243955165083     
  -4.3493493493493496       -8.0556325086817340E-003 -0.26236312162099340     
  -4.3393393393393396       -1.5261788694612062E-002 -0.25991405736281104     
  -4.3293293293293296       -1.5391925404704163E-002 -0.25246337876466507     
  -4.3193193193193196       -8.2823613178913680E-003 -0.25042454269478376     
  -4.3093093093093096       -5.1251107904421800E-003 -0.25421053590618492     
  -4.2992992992992995       -5.0161181688892758E-003 -0.25817416417313582     
  -4.2892892892892895       -7.7680276526463201E-003 -0.26218915988609637     
  -4.2792792792792795       -1.6368238920360694E-002 -0.26172905328031737     
  -4.2692692692692695       -1.5559021935961453E-002 -0.24969013770615667     
  -4.2592592592592595       -6.8611447831318385E-003 -0.24958074507017153     
  -4.2492492492492495       -3.6760693347625620E-003 -0.25285125165813627     
  -4.2392392392392395       -2.4870590718668460E-003 -0.25544806781880958     
  -4.2292292292292295       -1.9380486865741230E-003 -0.25749472201387291     
  -4.2192192192192195       -1.6452905877673606E-003 -0.25921456215655170     
  -4.2092092092092095       -1.4776351533999509E-003 -0.26073779963168897     
  -4.1991991991991995       -1.3877248703034468E-003 -0.26214099783602818     
  -4.1891891891891895       -1.3791535922545780E-003 -0.26346880502043779     
  -4.1791791791791795       -1.5155635270841250E-003 -0.26464959485905509     
  -4.1691691691691695       -1.4379302659089500E-003 -0.26554789581475191     
  -4.1591591591591595       -1.2513120178644214E-003 -0.26669882820596397     
  -4.1491491491491495       -1.1911235291052922E-003 -0.26787795928700664     
  -4.1391391391391394       -1.2003690734474423E-003 -0.26902584055487722     
  -4.1291291291291294       -1.2381866587135716E-003 -0.27006649544882955     
  -4.1191191191191194       -1.1599028823155771E-003 -0.27112152003606871     
  -4.1091091091091094       -1.1217588322073547E-003 -0.27223508410857550     
  -4.0990990990990994       -1.1101119539853456E-003 -0.27334511091737246     
  -4.0890890890890894       -1.1084656170806857E-003 -0.27445251060213982     
  -4.0790790790790794       -1.1123208023543368E-003 -0.27556206249613496     
  -4.0690690690690694       -1.1204345506065608E-003 -0.27667781904224836     
  -4.0590590590590594       -1.1328786177165681E-003 -0.27780360256580239     
  -4.0490490490490494       -1.1509380063489283E-003 -0.27894371288154263     
  -4.0390390390390394       -1.1783110182317842E-003 -0.28010387732452080     
  -4.0290290290290294       -1.2259168608580815E-003 -0.28129247582909361     
  -4.0190190190190194       -1.3320741625660831E-003 -0.28251496684103006     
  -4.0090090090090094       -1.5882724614357507E-003 -0.28366037009177214     
  -3.9989989989989989       -1.6867455579854314E-003 -0.28453959301457615     
  -3.9889889889889889       -1.4796749152293052E-003 -0.28559773178466769     
  -3.9789789789789789       -1.3736248613419361E-003 -0.28690822423624873     
  -3.9689689689689689       -1.3673823548868871E-003 -0.28825243255240679     
  -3.9589589589589589       -1.4018445984657897E-003 -0.28962442507824182     
  -3.9489489489489489       -1.4687136982232932E-003 -0.29104523325052972     
  -3.9389389389389389       -1.5856064233889641E-003 -0.29254225765986192     
  -3.9289289289289289       -1.8210858728676972E-003 -0.29415088113217491     
  -3.9189189189189189       -2.4160790335796588E-003 -0.29580733276456644     
  -3.9089089089089089       -3.1881845908380032E-003 -0.29673830548748997     
  -3.8988988988988988       -3.5207524671012087E-003 -0.29783465448935587     
  -3.8888888888888888       -3.2714650214029635E-003 -0.29830522825664280     
  -3.8788788788788788       -2.5603853732953834E-003 -0.30018984255262449     
  -3.8688688688688688       -2.5481041270091682E-003 -0.30249536788455650     
  -3.8588588588588588       -2.9916751394888845E-003 -0.30502433336500479     
  -3.8488488488488488       -4.2829397789762823E-003 -0.30785786630064482     
  -3.8388388388388388       -7.4363055462765134E-003 -0.30939816159512312     
  -3.8288288288288288       -7.5172449231980121E-003 -0.30896993218847296     
  -3.8188188188188188       -9.3404805753736515E-003 -0.31177417139511959     
  -3.8088088088088088       -1.1216939763933514E-002 -0.30872656381764502     
  -3.7987987987987988       -7.1196086967688062E-003 -0.31049223729521619     
  -3.7887887887887888       -6.5369849553003102E-003 -0.31566493804707829     
  -3.7787787787787788       -8.6530159427599465E-003 -0.32183410526895917     
  -3.7687687687687688       -1.5780248158518629E-002 -0.32926329202547666     
  -3.7587587587587588       -3.4878418596403268E-002 -0.32869239484171481     
  -3.7487487487487487       -4.1748044591936359E-002 -0.30588165769743125     
  -3.7387387387387387       -2.3293564158037051E-002 -0.29295679683548054     
  -3.7287287287287287       -1.1420742430634246E-002 -0.29992957197553871     
  -3.7187187187187187       -7.7511065147743401E-003 -0.30733908682420008     
  -3.7087087087087087       -6.9044877812082005E-003 -0.31381882100274083     
  -3.6986986986986987       -7.8216107456768134E-003 -0.32030491933623662     
  -3.6886886886886887       -1.1691920414794582E-002 -0.32751811611828618     
  -3.6786786786786787       -2.2798920351347417E-002 -0.33138123400486025     
  -3.6686686686686687       -2.5960805602610462E-002 -0.32436445412544807     
  -3.6586586586586587       -3.2218164149528793E-002 -0.32949878273588584     
  -3.6486486486486487       -4.1366852244061225E-002 -0.31209875327700681     
  -3.6386386386386387       -2.9689687340167387E-002 -0.31147896675212033     
  -3.6286286286286287       -3.8882812667078104E-002 -0.30845943854299818     
  -3.6186186186186187       -2.6109671491394627E-002 -0.29605428988835153     
  -3.6086086086086087       -2.0043306060457126E-002 -0.30091295591727907     
  -3.5985985985985987       -1.4359647323158089E-002 -0.29879041028366282     
  -3.5885885885885886       -7.6376369862318624E-003 -0.30365052698354505     
  -3.5785785785785786       -5.0659998123464556E-003 -0.30879640017689797     
  -3.5685685685685686       -3.9040875131649676E-003 -0.31292220283337124     
  -3.5585585585585586       -3.2740381702124283E-003 -0.31636483439549851     
  -3.5485485485485486       -2.8919558433999665E-003 -0.31937547833607749     
  -3.5385385385385386       -2.6446611008742555E-003 -0.32210300786884749     
  -3.5285285285285286       -2.4803129958667213E-003 -0.32463937414907579     
  -3.5185185185185186       -2.3757539373351652E-003 -0.32704576977849742     
  -3.5085085085085086       -2.3326977534533140E-003 -0.32936342252400486     
  -3.4984984984984986       -2.3829078722494464E-003 -0.33156817177540826     
  -3.4884884884884886       -2.3866042522141290E-003 -0.33361883229178119     
  -3.4784784784784786       -2.3207238286498586E-003 -0.33560984756425177     
  -3.4684684684684686       -2.1854583264046567E-003 -0.33771189593684425     
  -3.4584584584584586       -2.1348038602365146E-003 -0.33984385926520516     
  -3.4484484484484486       -2.1195013976211172E-003 -0.34196323235537879     
  -3.4384384384384385       -2.1205047943022048E-003 -0.34408001258868171     
  -3.4284284284284285       -2.1321659825532030E-003 -0.34620451895392151     
  -3.4184184184184185       -2.1526504561240629E-003 -0.34834550710759449     
  -3.4084084084084085       -2.1817036377097241E-003 -0.35051115226260315     
  -3.3983983983983985       -2.2202500644250777E-003 -0.35270994197575384     
  -3.3883883883883881       -2.2708997554368154E-003 -0.35495164337779439     
  -3.3783783783783781       -2.3401535441263887E-003 -0.35724860863702773     
  -3.3683683683683681       -2.4471312469225496E-003 -0.35961583215915216     
  -3.3583583583583581       -2.6514438034136436E-003 -0.36203555773088325     
  -3.3483483483483480       -2.8348146728650854E-003 -0.36434709941687549     
  -3.3383383383383380       -2.8849159496068168E-003 -0.36694992202737725     
  -3.3283283283283280       -3.1814220202405603E-003 -0.36983350410429228     
  -3.3183183183183180       -3.9755019455606656E-003 -0.37296118827833280     
  -3.3083083083083080       -6.0479522274246422E-003 -0.37553816744433260     
  -3.2982982982982980       -7.2272387209950488E-003 -0.37582437608084474     
  -3.2882882882882880       -5.7574308809452612E-003 -0.37650656874995031     
  -3.2782782782782780       -4.2837215164746407E-003 -0.37987056623828913     
  -3.2682682682682680       -3.9593232201166704E-003 -0.38365805073604525     
  -3.2582582582582580       -4.0698899433081791E-003 -0.38754099175476264     
  -3.2482482482482480       -4.4606967789167186E-003 -0.39168443642317957     
  -3.2382382382382380       -5.2226801731176612E-003 -0.39631324564808662     
  -3.2282282282282280       -6.7592391328202585E-003 -0.40176205140552890     
  -3.2182182182182180       -1.0485627598814062E-002 -0.40841444071524163     
  -3.2082082082082080       -2.1159045824472155E-002 -0.41358192551157447     
  -3.1981981981981980       -3.0357643050715338E-002 -0.40090725545804867     
  -3.1881881881881879       -1.7360507880724404E-002 -0.39611119623020963     
  -3.1781781781781779       -1.1102144068239070E-002 -0.40449941173082915     
  -3.1681681681681679       -1.0104159059994381E-002 -0.41360512341604083     
  -3.1581581581581579       -1.1693019936174361E-002 -0.42336464960971365     
  -3.1481481481481479       -1.6869650915938131E-002 -0.43500053512226045     
  -3.1381381381381379       -3.1994306778828925E-002 -0.44737626568739891     
  -3.1281281281281279       -5.5513320345202365E-002 -0.43800050372069316     
  -3.1181181181181179       -6.1318307799677396E-002 -0.42828107135950305     
  -3.1081081081081079       -5.3015675543937352E-002 -0.40625296728416949     
  -3.0980980980980979       -3.8480267510874411E-002 -0.42022208437525865     
  -3.0880880880880879       -5.6545258237251574E-002 -0.43259134196351828     
  -3.0780780780780779       -6.4597596592405659E-002 -0.40818778036719783     
  -3.0680680680680679       -4.6710512473494989E-002 -0.39570371346262007     
  -3.0580580580580579       -2.6225403186330078E-002 -0.40736470339816822     
  -3.0480480480480479       -2.0425743247819782E-002 -0.42554449612982143     
  -3.0380380380380378       -2.1410851897969128E-002 -0.44409469841815236     
  -3.0280280280280278       -2.8291154667462477E-002 -0.46559427639237899     
  -3.0180180180180178       -4.7433637465401135E-002 -0.49360954096424653     
  -3.0080080080080078      -0.10492937278869935      -0.52236861594040129     
  -2.9979979979979978      -0.20395663968072747      -0.45163054280706383     
  -2.9879879879879878      -0.13826350900622170      -0.35374553126637620     
  -2.9779779779779778      -0.10509755551041859      -0.37207571903126191     
  -2.9679679679679678       -9.1215335867666003E-002 -0.34526445612326129     
  -2.9579579579579578       -6.0354797856314160E-002 -0.35777176425993273     
  -2.9479479479479478       -5.3319641871159271E-002 -0.35425993758747032     
  -2.9379379379379378       -2.7772851034358458E-002 -0.36181123750890332     
  -2.9279279279279278       -1.6755237560923762E-002 -0.37782560389277736     
  -2.9179179179179178       -1.2122141330657423E-002 -0.39065349373966707     
  -2.9079079079079078       -9.7278448633396856E-003 -0.40097530129881437     
  -2.8978978978978978       -8.3170244675880300E-003 -0.40971368021433907     
  -2.8878878878878878       -7.4186345520787641E-003 -0.41742722091482265     
  -2.8778778778778777       -6.8206043332126962E-003 -0.42445460514824268     
  -2.8678678678678677       -6.4145735062156430E-003 -0.43101298281382378     
  -2.8578578578578577       -6.1403933598780294E-003 -0.43724994273476336     
  -2.8478478478478477       -5.9636761293755157E-003 -0.44327170767219165     
  -2.8378378378378377       -5.8677783516570764E-003 -0.44915940289712802     
  -2.8278278278278277       -5.8599570931000596E-003 -0.45497434131315156     
  -2.8178178178178177       -5.9719086591192823E-003 -0.46069506699432478     
  -2.8078078078078077       -6.0319269145887380E-003 -0.46632364028502976     
  -2.7977977977977977       -6.0307795255242864E-003 -0.47199289278238077     
  -2.7877877877877877       -6.0205953251173889E-003 -0.47788766790976916     
  -2.7777777777777777       -6.1177006885412676E-003 -0.48392525000853243     
  -2.7677677677677677       -6.2770565728969751E-003 -0.49010601252376251     
  -2.7577577577577577       -6.4879623682356216E-003 -0.49647306977443162     
  -2.7477477477477477       -6.7542214229209417E-003 -0.50307561296669701     
  -2.7377377377377377       -7.0879294017495761E-003 -0.50997150492329557     
  -2.7277277277277276       -7.5113095675917747E-003 -0.51723388526359126     
  -2.7177177177177176       -8.0645591333693718E-003 -0.52496168128270881     
